nome;indice;latitude;longitude;raio
Polygon 284;1286;-22,204228;-54,816159;50
Polygon 284;1286;-22,203288;-54,805338;50
Polygon 284;1286;-22,204189;-54,804557;50
Polygon 284;1286;-22,203739;-54,804947;50
Polygon 059;1883;-21,985891;-46,797939;50
Polygon 062;1886;-22,763500;-47,313375;50
Polygon 062;1886;-22,763500;-47,312595;50
Polygon 284;1286;-22,223454;-54,760999;50
Polygon 284;1286;-22,223454;-54,760219;50
Polygon 284;1286;-22,223827;-54,762106;50
Polygon 284;1286;-22,235199;-54,793724;50
Polygon 284;1286;-22,258937;-54,806548;50
Polygon 284;1286;-22,259021;-54,816423;50
Polygon 284;1286;-22,259021;-54,815643;50
Polygon 284;1286;-22,258570;-54,816033;50
Polygon 284;1286;-22,259021;-54,814863;50
Polygon 284;1286;-22,220615;-54,833745;50
Polygon 297;1618;-23,507876;-47,481909;50
Polygon 297;1618;-23,519108;-47,506642;50
Polygon 297;1618;-23,517757;-47,505472;50
Polygon 297;1618;-23,489406;-47,531055;50
Polygon 298;1619;-23,637675;-47,153427;50
Polygon 298;1619;-23,637675;-47,152647;50
Polygon 298;1619;-23,637675;-47,151867;50
Polygon 298;1619;-23,637224;-47,152257;50
Polygon 298;1619;-23,636774;-47,151867;50
Polygon 298;1619;-23,636323;-47,151477;50
Polygon 300;1621;-23,436285;-47,152889;50
Polygon 302;1623;-22,965900;-45,489895;50
Polygon 059;1883;-21,987242;-46,798329;50
Polygon 059;1883;-21,986791;-46,798719;50
Polygon 654;654;-13,415090;-49,155506;50
Polygon 654;654;-13,471613;-49,153498;50
Polygon 063;1887;-21,999347;-47,450323;50
Polygon 063;1887;-21,998446;-47,450323;50
Polygon 063;1887;-21,997544;-47,447658;50
Polygon 063;1887;-22,000148;-47,448119;50
Polygon 063;1887;-21,999697;-47,447729;50
Polygon 066;1890;-22,774143;-47,379684;50
Polygon 066;1890;-22,777793;-47,374752;50
Polygon 067;1891;-21,995675;-47,408634;50
Polygon 067;1891;-21,995224;-47,409024;50
Polygon 067;1891;-21,995675;-47,407854;50
Polygon 654;654;-13,468528;-49,173628;50
Polygon 297;1618;-23,485306;-47,507362;50
Polygon 297;1618;-23,504308;-47,480660;50
Polygon 297;1618;-23,503858;-47,480270;50
Polygon 294;1615;-23,348080;-46,248891;50
Polygon 294;1615;-23,348371;-46,246844;50
Polygon 294;1615;-23,347920;-46,247234;50
Polygon 654;654;-13,469429;-49,172848;50
Polygon 654;654;-13,468979;-49,173238;50
Polygon 654;654;-13,453938;-49,168265;50
Polygon 654;654;-13,437850;-49,158337;50
Polygon 654;654;-13,431923;-49,159455;50
Polygon 654;654;-13,426215;-49,165201;50
Polygon 654;654;-13,424781;-49,166699;50
